filename,path,acad_hits,prac_hits,stream_score,top_acad_terms,top_prac_terms
"New York (State). Legislature. Senate. Special Committee Appointed to Investigate the System of Making Corners and Dealing in Futures - Testimony and report ... with reference to its effects upon commerce, and its (Book 1882).pdf","Textbooks/Practitioner/Investments/New York (State). Legislature. Senate. Special Committee Appointed to Investigate the System of Making Corners and Dealing in Futures - Testimony and report ... with reference to its effects upon commerce, and its (Book 1882).pdf",1,1,0.0,forthcoming(1),trader(1)
"New York Clapp & Company - Weekly market letters, valuable information and comparisons (Book 1896).pdf","Textbooks/Practitioner/Investments/New York Clapp & Company - Weekly market letters, valuable information and comparisons (Book 1896).pdf",0,2,-1.0,,"guide(1), Wall Street(1)"
"New York Produce Exchange - Ceremonies on leaving the old and opening the new Produce Exchange, May 5th and (Book 1884).pdf","Textbooks/Practitioner/Investments/New York Produce Exchange - Ceremonies on leaving the old and opening the new Produce Exchange, May 5th and (Book 1884).pdf",0,0,0.0,,
Nicolas August Ludwig Jacob Johannsen - A neglected point in connection with crises (Book 1908).pdf,Textbooks/Practitioner/Investments/Nicolas August Ludwig Jacob Johannsen - A neglected point in connection with crises (Book 1908).pdf,2,1,0.3333,"equilibrium(1), this course(1)",trader(1)
Nison - Japanese Candlestick Charting Techniques (Book 2001).pdf,Textbooks/Practitioner/Investments/Nison - Japanese Candlestick Charting Techniques (Book 2001).pdf,1,7,-0.75,instructor(1),"guide(3), client(2), how to(1), practical(1)"
NYSE - The New York Stock Exchange History (Book 1905).pdf,Textbooks/Practitioner/Investments/NYSE - The New York Stock Exchange History (Book 1905).pdf,1,3,-0.5,this course(1),Wall Street(3)
"Old Colony Trust Company, Boston. - Analyses of the railroad corporations whose bonds are a legal investment for (Book 1913).pdf","Textbooks/Practitioner/Investments/Old Colony Trust Company, Boston. - Analyses of the railroad corporations whose bonds are a legal investment for (Book 1913).pdf",0,0,0.0,,
Omnium - A Handy Guide to Safe Investments (Book 1858).pdf,Textbooks/Practitioner/Investments/Omnium - A Handy Guide to Safe Investments (Book 1858).pdf,0,5,-1.0,,"practical(2), broker(2), guide(1)"
One of the Initiated Behind the Scenes - The Railway Investment Guide- How to Make Money by Railway Shares (Book 1845).pdf,Textbooks/Practitioner/Investments/One of the Initiated Behind the Scenes - The Railway Investment Guide- How to Make Money by Railway Shares (Book 1845).pdf,0,9,-1.0,,"guide(4), how to(3), board of directors(1), readers will(1)"
Orison Swett Marden - Economy (Book 1901).pdf,Textbooks/Practitioner/Investments/Orison Swett Marden - Economy (Book 1901).pdf,0,0,0.0,,
Orison Swett Marden - Thrift (Book 1918).pdf,Textbooks/Practitioner/Investments/Orison Swett Marden - Thrift (Book 1918).pdf,0,0,0.0,,
Osborne - Speculation on the NYSE (Book 1913).pdf,Textbooks/Practitioner/Investments/Osborne - Speculation on the NYSE (Book 1913).pdf,1,0,1.0,instructor(1),
Osmond - The National Debt (Book 1970).pdf,Textbooks/Practitioner/Investments/Osmond - The National Debt (Book 1970).pdf,0,0,0.0,,
P.-J. Proudhon - Manuel du speculateur a la bourse (Book 1857).pdf,Textbooks/Practitioner/Investments/P.-J. Proudhon - Manuel du speculateur a la bourse (Book 1857).pdf,0,0,0.0,,
Pabrai - The Dhandho Investor (Book 2007).pdf,Textbooks/Practitioner/Investments/Pabrai - The Dhandho Investor (Book 2007).pdf,0,0,0.0,,
Parsons - Law of Promissory Notes and Bills of Exchange (Book 1865).pdf,Textbooks/Practitioner/Investments/Parsons - Law of Promissory Notes and Bills of Exchange (Book 1865).pdf,0,0,0.0,,
Patch - The Theory of Prudent Investment (Book 1937).pdf,Textbooks/Practitioner/Investments/Patch - The Theory of Prudent Investment (Book 1937).pdf,3,2,0.2,"forthcoming(2), et al.(1)","practical(1), client(1)"
"Peavy, Vaughn - Asset Allocation For The Individual Investor (Book 1987).pdf","Textbooks/Practitioner/Investments/Peavy, Vaughn - Asset Allocation For The Individual Investor (Book 1987).pdf",0,8,-1.0,,"financial planning(4), guide(1), portfolio manager(1), board of directors(1), client(1)"
"Pecaut, Wrenn - University of Berkshire Hathaway (Book 2017).pdf","Textbooks/Practitioner/Investments/Pecaut, Wrenn - University of Berkshire Hathaway (Book 2017).pdf",0,4,-1.0,,"broker(2), your money(1), client(1)"
Philadelphia Utilities Bureau - Proceedings of the Conference on Valuation (Book 1916).pdf,Textbooks/Practitioner/Investments/Philadelphia Utilities Bureau - Proceedings of the Conference on Valuation (Book 1916).pdf,0,2,-1.0,,"how to(1), in practice(1)"
Pignataro - The Technical Interview Guide to Investment Banking (Book 2017).pdf,Textbooks/Practitioner/Investments/Pignataro - The Technical Interview Guide to Investment Banking (Book 2017).pdf,0,7,-1.0,,"guide(4), how to(1), case study(1), financial advisor(1)"
Pollin - The Macroeconomics of Saving Finance and Investment (Book 1997).pdf,Textbooks/Practitioner/Investments/Pollin - The Macroeconomics of Saving Finance and Investment (Book 1997).pdf,0,2,-1.0,,"how to(1), practical(1)"
Pomeroy - Common Stocks (Book 1927).pdf,Textbooks/Practitioner/Investments/Pomeroy - Common Stocks (Book 1927).pdf,0,0,0.0,,
Poor's - Manual of Industrials (Book 1916).pdf,Textbooks/Practitioner/Investments/Poor's - Manual of Industrials (Book 1916).pdf,0,5,-1.0,,"Wall Street(2), client(2), broker(1)"
Poor's - Manual of Industrials (Book 1918).pdf,Textbooks/Practitioner/Investments/Poor's - Manual of Industrials (Book 1918).pdf,2,1,0.3333,t-statistic(2),handbook(1)
Poor's - Manual of Public Utility Section (Book 1928).pdf,Textbooks/Practitioner/Investments/Poor's - Manual of Public Utility Section (Book 1928).pdf,0,1,-1.0,,CEO(1)
Pratt - The Work of Wall Street (Book 1912).pdf,Textbooks/Practitioner/Investments/Pratt - The Work of Wall Street (Book 1912).pdf,1,13,-0.8571,proof(1),Wall Street(13)
"Pratt, Sereno - The Work of Wall Street (Book 1903).pdf","Textbooks/Practitioner/Investments/Pratt, Sereno - The Work of Wall Street (Book 1903).pdf",0,11,-1.0,,Wall Street(11)
"Pratt, Sereno - The Work of Wall Street (Book 1912).pdf","Textbooks/Practitioner/Investments/Pratt, Sereno - The Work of Wall Street (Book 1912).pdf",1,14,-0.8667,proof(1),Wall Street(14)
Prentice Hall - Fundamentals of Investment Banking (Book 1946).pdf,Textbooks/Practitioner/Investments/Prentice Hall - Fundamentals of Investment Banking (Book 1946).pdf,0,3,-1.0,,investment banker(3)
Prime - Analysis of Industrial Securities (Book 1935).pdf,Textbooks/Practitioner/Investments/Prime - Analysis of Industrial Securities (Book 1935).pdf,0,1,-1.0,,guide(1)
Prime - Investment analysis (Book 1946).pdf,Textbooks/Practitioner/Investments/Prime - Investment analysis (Book 1946).pdf,8,2,0.6,review questions(8),"practical(1), retirement(1)"
Prince - At the Sign of the Silver Crescent (Book 1898).pdf,Textbooks/Practitioner/Investments/Prince - At the Sign of the Silver Crescent (Book 1898).pdf,0,0,0.0,,
Prisman - Lecture Notes in Investment - Investment Fundamentals (Book 2021).pdf,Textbooks/Practitioner/Investments/Prisman - Lecture Notes in Investment - Investment Fundamentals (Book 2021).pdf,14,2,0.75,"this course(6), regression(2), equilibrium(1), optimal(1), OLS(1)","practical(1), CEO(1)"
"Read - The Public, the Investor and the Railroads of New England an Unprejudiced (Book 1913).pdf","Textbooks/Practitioner/Investments/Read - The Public, the Investor and the Railroads of New England an Unprejudiced (Book 1913).pdf",1,1,0.0,proposition(1),in practice(1)
Reed - The Science of Real-Estate and Mortgage Investment (Book 1899).pdf,Textbooks/Practitioner/Investments/Reed - The Science of Real-Estate and Mortgage Investment (Book 1899).pdf,0,0,0.0,,
Reed - Valics or the Science of Value (Book 1900).pdf,Textbooks/Practitioner/Investments/Reed - Valics or the Science of Value (Book 1900).pdf,2,0,1.0,proposition(2),
Remsen - The security of railway investments (Book 1889).pdf,Textbooks/Practitioner/Investments/Remsen - The security of railway investments (Book 1889).pdf,0,1,-1.0,,board of directors(1)
Rice - The Chicago Stock Exchange - A History (Book 1923).pdf,Textbooks/Practitioner/Investments/Rice - The Chicago Stock Exchange - A History (Book 1923).pdf,0,0,0.0,,
Ripley - Main Street and Wall Street (Book 1927).pdf,Textbooks/Practitioner/Investments/Ripley - Main Street and Wall Street (Book 1927).pdf,0,7,-1.0,,"Wall Street(3), Main Street(3), trader(1)"
Ripley - Main Street and Wall Street (Book 1932).pdf,Textbooks/Practitioner/Investments/Ripley - Main Street and Wall Street (Book 1932).pdf,0,7,-1.0,,"Wall Street(3), Main Street(3), trader(1)"
Robert Barr - The speculations of John Steele (Book 1905).pdf,Textbooks/Practitioner/Investments/Robert Barr - The speculations of John Steele (Book 1905).pdf,0,0,0.0,,
Robert Lincoln Smitley - You and your broker (Book 1917).pdf,Textbooks/Practitioner/Investments/Robert Lincoln Smitley - You and your broker (Book 1917).pdf,3,43,-0.8696,"proof(2), this course(1)","broker(22), client(14), how to(3), trader(2), handbook(1)"
Robins - The Farm Mortgage as an Investment (Book 1919).pdf,Textbooks/Practitioner/Investments/Robins - The Farm Mortgage as an Investment (Book 1919).pdf,0,1,-1.0,,guide(1)
Rodkey - Preferred Stocks as Long-term Investments (Book 1932).pdf,Textbooks/Practitioner/Investments/Rodkey - Preferred Stocks as Long-term Investments (Book 1932).pdf,0,0,0.0,,
Roll - The Behavior of Interest Rates (Book 1970).pdf,Textbooks/Practitioner/Investments/Roll - The Behavior of Interest Rates (Book 1970).pdf,3,0,1.0,"theorem(1), optimal(1), graduate students(1)",
Rollins - Money and Investments (Book 1907).pdf,Textbooks/Practitioner/Investments/Rollins - Money and Investments (Book 1907).pdf,0,0,0.0,,
Rosa Luxemburg - The accumulation of capital (Book 1913).pdf,Textbooks/Practitioner/Investments/Rosa Luxemburg - The accumulation of capital (Book 1913).pdf,3,0,1.0,"the model(2), equilibrium(1)",
"Rosenbaum, Pearl - Investment Banking (Book 2009).pdf","Textbooks/Practitioner/Investments/Rosenbaum, Pearl - Investment Banking (Book 2009).pdf",0,1,-1.0,,financial advisor(1)
Ross - The Arbitrage Theory of Capital Asset Pricing (Book 1976).pdf,Textbooks/Practitioner/Investments/Ross - The Arbitrage Theory of Capital Asset Pricing (Book 1976).pdf,1,0,1.0,working paper(1),
"Ross - The Market Price, Surplus, Net Earnings, and Dividends of Common Stocks (Book 1916).pdf","Textbooks/Practitioner/Investments/Ross - The Market Price, Surplus, Net Earnings, and Dividends of Common Stocks (Book 1916).pdf",1,0,1.0,instructor(1),
"Rumble & co., New York. [from old catalog] - A Guide to Profitable Speculation in Wall Street (Book 1874).pdf","Textbooks/Practitioner/Investments/Rumble & co., New York. [from old catalog] - A Guide to Profitable Speculation in Wall Street (Book 1874).pdf",0,7,-1.0,,"guide(3), Wall Street(3), broker(1)"
S&P Stockpak and portfolio management system - Software (Book 1980).pdf,Textbooks/Practitioner/Investments/S&P Stockpak and portfolio management system - Software (Book 1980).pdf,0,7,-1.0,,"how to(3), your portfolio(2), your investment(2)"
S. A. Nelson - The Consolidated stock exchange of New York (Book 1907).pdf,Textbooks/Practitioner/Investments/S. A. Nelson - The Consolidated stock exchange of New York (Book 1907).pdf,0,0,0.0,,
Sakolski - Elements of Bond Investment (Book 1921).pdf,Textbooks/Practitioner/Investments/Sakolski - Elements of Bond Investment (Book 1921).pdf,1,0,1.0,this course(1),
Samuel Benner - Benner's prophecies of future ups and downs in prices (Book 1876).pdf,Textbooks/Practitioner/Investments/Samuel Benner - Benner's prophecies of future ups and downs in prices (Book 1876).pdf,0,2,-1.0,,"practical(1), trader(1)"
"Samuel P. Gilman - A handbook of stock exchange laws affecting members, their customers, brokers (Book 1914).pdf","Textbooks/Practitioner/Investments/Samuel P. Gilman - A handbook of stock exchange laws affecting members, their customers, brokers (Book 1914).pdf",0,5,-1.0,,"guide(2), client(2), handbook(1)"
Samuel P. Goldman - A handbook of stock exchange laws affecting members (Book 1914).pdf,Textbooks/Practitioner/Investments/Samuel P. Goldman - A handbook of stock exchange laws affecting members (Book 1914).pdf,0,6,-1.0,,"guide(2), handbook(2), client(2)"
Samuel Smiles - Thrift (Book 1875).pdf,Textbooks/Practitioner/Investments/Samuel Smiles - Thrift (Book 1875).pdf,1,6,-0.7143,this course(1),"how to(5), practical(1)"
Schreiber - Accounts of an Investment Trust (Book 1929).pdf,Textbooks/Practitioner/Investments/Schreiber - Accounts of an Investment Trust (Book 1929).pdf,0,0,0.0,,
Schwabe and Bronson - A Treatise on the Laws of the Stock Exchange (Book 1905).pdf,Textbooks/Practitioner/Investments/Schwabe and Bronson - A Treatise on the Laws of the Stock Exchange (Book 1905).pdf,0,5,-1.0,,"broker(3), client(2)"
Schwager - Market Wizards (Book 1989).pdf,Textbooks/Practitioner/Investments/Schwager - Market Wizards (Book 1989).pdf,2,10,-0.6667,"forthcoming(1), this course(1)","trader(4), broker(2), how to(1), guide(1), Wall Street(1)"
Schwager - Stock Market Wizards Interviews with America's Top Stock Tr (Book 2001).pdf,Textbooks/Practitioner/Investments/Schwager - Stock Market Wizards Interviews with America's Top Stock Tr (Book 2001).pdf,0,18,-1.0,,"trader(7), how to(2), tip(2), fund manager(2), client(2)"
Schwager - The New Market Wizards (Book 1992).pdf,Textbooks/Practitioner/Investments/Schwager - The New Market Wizards (Book 1992).pdf,0,2,-1.0,,"tip(1), readers will(1)"
Scovil - Knowledge of Investment (Book 1911).pdf,Textbooks/Practitioner/Investments/Scovil - Knowledge of Investment (Book 1911).pdf,0,0,0.0,,
Scratchley - On Average Investment Trusts (Book 1875).pdf,Textbooks/Practitioner/Investments/Scratchley - On Average Investment Trusts (Book 1875).pdf,0,4,-1.0,,"practical(2), guide(2)"
Selden - The ABC of Bond Buying (Book 1919).pdf,Textbooks/Practitioner/Investments/Selden - The ABC of Bond Buying (Book 1919).pdf,0,6,-1.0,,"Wall Street(3), how to(2), practical(1)"
Selden - The Psychology of the Stock Market (Book 1912).pdf,Textbooks/Practitioner/Investments/Selden - The Psychology of the Stock Market (Book 1912).pdf,1,3,-0.5,this course(1),trader(3)
Seligman - The Transformation of Wall Street (Book 1982).pdf,Textbooks/Practitioner/Investments/Seligman - The Transformation of Wall Street (Book 1982).pdf,0,4,-1.0,,Wall Street(4)
Shefrin - Beyond Greed and Fear Understanding Behavioral Financ (Book 2002).pdf,Textbooks/Practitioner/Investments/Shefrin - Beyond Greed and Fear Understanding Behavioral Financ (Book 2002).pdf,10,9,0.0526,"university press(7), Journal of Finance(2), Review of Financial Studies(1)","guide(3), how to(1), in practice(1), practical(1), Wall Street(1)"
Shefrin - Ending the Management Illusion (Book 2008).pdf,Textbooks/Practitioner/Investments/Shefrin - Ending the Management Illusion (Book 2008).pdf,3,2,0.2,"undergraduate(1), graduate students(1), MBA students(1)","financial planning(1), CEO(1)"
Siegel - Stocks for the Long Run 2nd ed (Book 1998).pdf,Textbooks/Practitioner/Investments/Siegel - Stocks for the Long Run 2nd ed (Book 1998).pdf,1,3,-0.5,optimal(1),"how to(1), guide(1), broker(1)"
"Siegel, Jeremy J - Stocks For The Long Run The Definitive Guide To Financial (Book 1998).pdf","Textbooks/Practitioner/Investments/Siegel, Jeremy J - Stocks For The Long Run The Definitive Guide To Financial (Book 1998).pdf",1,5,-0.6667,optimal(1),"guide(2), how to(1), broker(1), retirement(1)"
Simon William Straus - History of the thrift movement in America (Book 1920).pdf,Textbooks/Practitioner/Investments/Simon William Straus - History of the thrift movement in America (Book 1920).pdf,0,0,0.0,,
"Simpson, Ballinger - The Feasibility and Advisability of the Complete Segregation (Book 1936).pdf","Textbooks/Practitioner/Investments/Simpson, Ballinger - The Feasibility and Advisability of the Complete Segregation (Book 1936).pdf",0,45,-1.0,,"broker(41), trader(2), investment banker(2)"
"Simpson, Ballinger - The Feasibility and Advisability of the Complete Separation of Dealer and Broker (Book 1936).pdf","Textbooks/Practitioner/Investments/Simpson, Ballinger - The Feasibility and Advisability of the Complete Separation of Dealer and Broker (Book 1936).pdf",0,31,-1.0,,"broker(28), trader(2), investment banker(1)"
Skousen - Investing in One Lesson (Book 2007).pdf,Textbooks/Practitioner/Investments/Skousen - Investing in One Lesson (Book 2007).pdf,0,4,-1.0,,"money manager(2), Wall Street(1), financial advisor(1)"
Smith - Common Stocks as Long Term Investments (Book 1925).pdf,Textbooks/Practitioner/Investments/Smith - Common Stocks as Long Term Investments (Book 1925).pdf,0,0,0.0,,
Smith - Plain Truths About Stock Speculation (Book 1887).pdf,Textbooks/Practitioner/Investments/Smith - Plain Truths About Stock Speculation (Book 1887).pdf,0,11,-1.0,,"Wall Street(6), broker(4), how to(1)"
Smith - The bubble of the age or The fallacies of railway investment railway accounts and railway dividends (Book 1848).pdf,Textbooks/Practitioner/Investments/Smith - The bubble of the age or The fallacies of railway investment railway accounts and railway dividends (Book 1848).pdf,0,0,0.0,,
"Smith, Charles William of Liverpool. - International, commercial and financial gambling in options and futures (Book 1906).pdf","Textbooks/Practitioner/Investments/Smith, Charles William of Liverpool. - International, commercial and financial gambling in options and futures (Book 1906).pdf",0,0,0.0,,
"Smith, Edgar Lawrence - Common Stocks as Long Term Investments (Book 1924).pdf","Textbooks/Practitioner/Investments/Smith, Edgar Lawrence - Common Stocks as Long Term Investments (Book 1924).pdf",0,0,0.0,,
Snyder - American Railroads as Investments (Book 1907).pdf,Textbooks/Practitioner/Investments/Snyder - American Railroads as Investments (Book 1907).pdf,0,0,0.0,,
"Sobel - The Big Board, a History of the New York Stock Market (Book 1965).pdf","Textbooks/Practitioner/Investments/Sobel - The Big Board, a History of the New York Stock Market (Book 1965).pdf",0,4,-1.0,,Wall Street(4)
Solow - The Rate of Return and the Rate of Interest (Book 1991).pdf,Textbooks/Practitioner/Investments/Solow - The Rate of Return and the Rate of Interest (Book 1991).pdf,0,2,-1.0,,how to(2)
Soros - The Alchemy of Finance (Book 1987).pdf,Textbooks/Practitioner/Investments/Soros - The Alchemy of Finance (Book 1987).pdf,0,0,0.0,,
South Carolina - An act to provide for a guaranty by the state of the bonds of the Confederate (Book 1863).pdf,Textbooks/Practitioner/Investments/South Carolina - An act to provide for a guaranty by the state of the bonds of the Confederate (Book 1863).pdf,0,0,0.0,,
South Sea Corp - A Collection of Calculations and Remarks (Book 1720).pdf,Textbooks/Practitioner/Investments/South Sea Corp - A Collection of Calculations and Remarks (Book 1720).pdf,0,0,0.0,,
Stacy May - The United Fruit Company in Latin America (Book 1958).pdf,Textbooks/Practitioner/Investments/Stacy May - The United Fruit Company in Latin America (Book 1958).pdf,1,9,-0.8,social welfare(1),case study(9)
"Stambaugh, Yu, Yuan - Arbitrage Asymmetry and Idiosyncratic Volatility Puzzle (Book 2015).pdf","Textbooks/Practitioner/Investments/Stambaugh, Yu, Yuan - Arbitrage Asymmetry and Idiosyncratic Volatility Puzzle (Book 2015).pdf",27,5,0.6875,"et al.(8), Journal of Finance(6), the model(4), equilibrium(2), optimal(2)",trader(5)
Stigler - Capital and Rates of Return in Manufacturing Industries (Book 1963).pdf,Textbooks/Practitioner/Investments/Stigler - Capital and Rates of Return in Manufacturing Industries (Book 1963).pdf,2,0,1.0,"regression(1), university press(1)",
Story - Commentaries on the Law of Bills of Exchange (Book 1843).pdf,Textbooks/Practitioner/Investments/Story - Commentaries on the Law of Bills of Exchange (Book 1843).pdf,1,3,-0.5,this course(1),practical(3)
Stovall - Sector Investing (Book 1996).pdf,Textbooks/Practitioner/Investments/Stovall - Sector Investing (Book 1996).pdf,1,4,-0.6,optimal(1),"guide(2), how to(1), Wall Street(1)"
"Stow, F. H. - Capitalist's Guide and Railway Annual (Book 1859).pdf","Textbooks/Practitioner/Investments/Stow, F. H. - Capitalist's Guide and Railway Annual (Book 1859).pdf",0,1,-1.0,,guide(1)
"Szego, Shell - Mathematical Methods in Investment and Finance (Book 1972).pdf","Textbooks/Practitioner/Investments/Szego, Shell - Mathematical Methods in Investment and Finance (Book 1972).pdf",23,0,1.0,"optimal(12), equilibrium(7), empirical evidence(2), regression(1), the model(1)",
T. Henry Dewey - Legislation against speculation and gambling in the forms of trade (Book 1905).pdf,Textbooks/Practitioner/Investments/T. Henry Dewey - Legislation against speculation and gambling in the forms of trade (Book 1905).pdf,0,5,-1.0,,"trader(4), broker(1)"
Taleb - Fooled by Randomness (Book 2001).pdf,Textbooks/Practitioner/Investments/Taleb - Fooled by Randomness (Book 2001).pdf,5,11,-0.375,"proposition(2), t-statistic(1), textbook(1), MBA students(1)","trader(7), how to(1), real-world(1), case study(1), no-nonsense(1)"
"Taleb, Nassim Nicholas - The Black Swan (Book 2007).pdf","Textbooks/Practitioner/Investments/Taleb, Nassim Nicholas - The Black Swan (Book 2007).pdf",0,5,-1.0,,"real-world(2), Wall Street(1), trader(1), no-nonsense(1)"
Tape - Studies in Tape Reading (Book 1910).pdf,Textbooks/Practitioner/Investments/Tape - Studies in Tape Reading (Book 1910).pdf,0,1,-1.0,,Wall Street(1)
Taylor - Investments (Book 1925).pdf,Textbooks/Practitioner/Investments/Taylor - Investments (Book 1925).pdf,0,0,0.0,,
"Teweles, Bradley - The Stock Market (Book 1987).pdf","Textbooks/Practitioner/Investments/Teweles, Bradley - The Stock Market (Book 1987).pdf",0,11,-1.0,,"guide(2), the reader will(2), practical(1), handbook(1), case study(1)"
The Financier Company - History of the New York Stock Exchange (Book 1887).pdf,Textbooks/Practitioner/Investments/The Financier Company - History of the New York Stock Exchange (Book 1887).pdf,0,1,-1.0,,Wall Street(1)
Thomas Tapper - How to build a fortune (Book 1913).pdf,Textbooks/Practitioner/Investments/Thomas Tapper - How to build a fortune (Book 1913).pdf,0,0,0.0,,
TNEC - Investment Policies of Life Insurance Companies (Book 1968).pdf,Textbooks/Practitioner/Investments/TNEC - Investment Policies of Life Insurance Companies (Book 1968).pdf,0,0,0.0,,
Todman - Stock and Commodity Exchanges (Book 1981).pdf,Textbooks/Practitioner/Investments/Todman - Stock and Commodity Exchanges (Book 1981).pdf,4,1,0.6,"regression(2), working paper(1), graduate students(1)",portfolio manager(1)
"Townsend, William W. - Bond Salesmanship (Book 1924).pdf","Textbooks/Practitioner/Investments/Townsend, William W. - Bond Salesmanship (Book 1924).pdf",1,3,-0.5,instructor(1),investment banker(3)
"Triana, Taleb - Lecturing Birds on Flying (Book 2009).pdf","Textbooks/Practitioner/Investments/Triana, Taleb - Lecturing Birds on Flying (Book 2009).pdf",0,3,-1.0,,"guide(1), real-world(1), client(1)"
Tuck - (World) Railway Shareholder Manual (Book 1847).pdf,Textbooks/Practitioner/Investments/Tuck - (World) Railway Shareholder Manual (Book 1847).pdf,0,0,0.0,,
Tuck - The Railway Shareholders’ Manual (Book 1845).pdf,Textbooks/Practitioner/Investments/Tuck - The Railway Shareholders’ Manual (Book 1845).pdf,1,2,-0.3333,this course(1),"practical(1), guide(1)"
Turner - American Railways as Investments (Book 1885).pdf,Textbooks/Practitioner/Investments/Turner - American Railways as Investments (Book 1885).pdf,1,0,1.0,this course(1),
U.S. Congress - A Proposal Relating to Health Related 501c3 Bonds (Book 1995).pdf,Textbooks/Practitioner/Investments/U.S. Congress - A Proposal Relating to Health Related 501c3 Bonds (Book 1995).pdf,0,1,-1.0,,retirement(1)
U.S. Congress - Recent Derivatives Losses (Book 1995).pdf,Textbooks/Practitioner/Investments/U.S. Congress - Recent Derivatives Losses (Book 1995).pdf,0,5,-1.0,,"Wall Street(3), in practice(1), broker(1)"
U.S. Congress - Social Security Administrative and Investment Reform Act (Book 1986).pdf,Textbooks/Practitioner/Investments/U.S. Congress - Social Security Administrative and Investment Reform Act (Book 1986).pdf,0,0,0.0,,
U.S. Dept. of Agriculture - Liberty Bonds (Book 1917).pdf,Textbooks/Practitioner/Investments/U.S. Dept. of Agriculture - Liberty Bonds (Book 1917).pdf,0,1,-1.0,,your money(1)
"Union guide, Houston, Tex. [from old catalog] - Cotton future contract trading and adverse legislation (Book 1912).pdf","Textbooks/Practitioner/Investments/Union guide, Houston, Tex. [from old catalog] - Cotton future contract trading and adverse legislation (Book 1912).pdf",0,3,-1.0,,guide(3)
"United States Congress - Broadening the ownership of new capital, ESOPs and other alternatives (Book 1976).pdf","Textbooks/Practitioner/Investments/United States Congress - Broadening the ownership of new capital, ESOPs and other alternatives (Book 1976).pdf",0,0,0.0,,
United States Congress - Changing conditions in the market for State and local government debt (Book 1976).pdf,Textbooks/Practitioner/Investments/United States Congress - Changing conditions in the market for State and local government debt (Book 1976).pdf,1,1,0.0,corollary(1),practical(1)
United States Congress - Compilation of securities laws within the jurisdiction of the Committee on (Book 1978).pdf,Textbooks/Practitioner/Investments/United States Congress - Compilation of securities laws within the jurisdiction of the Committee on (Book 1978).pdf,0,2,-1.0,,"broker(1), board of directors(1)"
United States Congress - Institutional investors' common stock (Book 1976).pdf,Textbooks/Practitioner/Investments/United States Congress - Institutional investors' common stock (Book 1976).pdf,0,0,0.0,,
United States Congress. Senate . Committee on Agriculture; Nutrition ; and Forestry - Futures Trading Practices Act of 1989--S. 1729 (Book 1990).pdf,Textbooks/Practitioner/Investments/United States Congress. Senate . Committee on Agriculture; Nutrition ; and Forestry - Futures Trading Practices Act of 1989--S. 1729 (Book 1990).pdf,0,4,-1.0,,"compliance(2), broker(1), board of directors(1)"
"United States Congress. Senate . Committee on Banking ; Housing; and Urban Affairs. Subcommittee on Securities - Limited Partnership Rollup Reform Act of 1993, S. 424 (Book 1993).pdf","Textbooks/Practitioner/Investments/United States Congress. Senate . Committee on Banking ; Housing; and Urban Affairs. Subcommittee on Securities - Limited Partnership Rollup Reform Act of 1993, S. 424 (Book 1993).pdf",0,0,0.0,,
United States Congress. Senate . Committee on Banking ; Housing; and Urban Affairs. Subcommittee on Securities - The Insider Trading Proscriptions Act of 1987 (Book 1988).pdf,Textbooks/Practitioner/Investments/United States Congress. Senate . Committee on Banking ; Housing; and Urban Affairs. Subcommittee on Securities - The Insider Trading Proscriptions Act of 1987 (Book 1988).pdf,0,27,-1.0,,"insider(23), Wall Street(2), how to(1), guide(1)"
United States. Commodity Exchange Administration - Rules and regulations of Commodity Exchange Administration (Book 1940).pdf,Textbooks/Practitioner/Investments/United States. Commodity Exchange Administration - Rules and regulations of Commodity Exchange Administration (Book 1940).pdf,0,4,-1.0,,broker(4)
United States. Commodity Exchange Authority - Commodity exchange act as amended. Rules and regulations of the Secretary of (Book 1958).pdf,Textbooks/Practitioner/Investments/United States. Commodity Exchange Authority - Commodity exchange act as amended. Rules and regulations of the Secretary of (Book 1958).pdf,0,4,-1.0,,"broker(3), compliance(1)"
"United States. Congress. House. Committee on Agriculture. Subcommittee on Conservation, Credit, and Rural Development. - Commodity Futures Improvements Act of 1989 (Book 1990).pdf","Textbooks/Practitioner/Investments/United States. Congress. House. Committee on Agriculture. Subcommittee on Conservation, Credit, and Rural Development. - Commodity Futures Improvements Act of 1989 (Book 1990).pdf",0,5,-1.0,,"broker(4), board of directors(1)"
"United States. Congress. House. Committee on Agriculture. Subcommittee on Conservation, Credit, and Rural Development. - Regulation and trading of leverage contracts and dealer options (Book 1985).pdf","Textbooks/Practitioner/Investments/United States. Congress. House. Committee on Agriculture. Subcommittee on Conservation, Credit, and Rural Development. - Regulation and trading of leverage contracts and dealer options (Book 1985).pdf",0,2,-1.0,,"practical(1), board of directors(1)"
"United States. Congress. House. Committee on Agriculture. Subcommittee on Environment, Credit, and Rural Development. - Review of the Commodity Futures Trading Commission's discretion to exempt (Book 1993).pdf","Textbooks/Practitioner/Investments/United States. Congress. House. Committee on Agriculture. Subcommittee on Environment, Credit, and Rural Development. - Review of the Commodity Futures Trading Commission's discretion to exempt (Book 1993).pdf",0,0,0.0,,
