filename,path,author,title,year,npv_hits,eps_hits,score,top_npv_terms,top_eps_terms
Samuel P. Goldman - A handbook of stock exchange laws affecting members (Book 1914).pdf,Textbooks/Practitioner/Investments/Samuel P. Goldman - A handbook of stock exchange laws affecting members (Book 1914).pdf,Samuel P. Goldman,A handbook of stock exchange laws affecting members,1914,0,5,-1.0,,"par value(4), accretive/accretion(1)"
Samuel Smiles - Thrift (Book 1875).pdf,Textbooks/Practitioner/Investments/Samuel Smiles - Thrift (Book 1875).pdf,Samuel Smiles,Thrift,1875,1,0,1.0,contingent claim(1),
Schreiber - Accounts of an Investment Trust (Book 1929).pdf,Textbooks/Practitioner/Investments/Schreiber - Accounts of an Investment Trust (Book 1929).pdf,Schreiber,Accounts of an Investment Trust,1929,2,17,-0.7895,present value(2),"par value(11), book value(5), per share(1)"
Schwabe and Bronson - A Treatise on the Laws of the Stock Exchange (Book 1905).pdf,Textbooks/Practitioner/Investments/Schwabe and Bronson - A Treatise on the Laws of the Stock Exchange (Book 1905).pdf,Schwabe and Bronson,A Treatise on the Laws of the Stock Exchange,1905,0,3,-1.0,,per share(3)
Schwager - Market Wizards (Book 1989).pdf,Textbooks/Practitioner/Investments/Schwager - Market Wizards (Book 1989).pdf,Schwager,Market Wizards,1989,4,69,-0.8904,"random walk(2), expected return(1), efficient market(1)","eps(21), per share(14), intrinsic value(14), earnings per share(9), rate of return(6)"
Schwager - Stock Market Wizards Interviews with America's Top Stock Tr (Book 2001).pdf,Textbooks/Practitioner/Investments/Schwager - Stock Market Wizards Interviews with America's Top Stock Tr (Book 2001).pdf,Schwager,Stock Market Wizards Interviews with America's Top Stock Tr,2001,47,69,-0.1897,"option pricing(12), black-scholes(12), efficient market(8), random walk(4), opportunity cost(3)","price-earnings(23), intrinsic value(14), book value(13), per share(12), return on equity(2)"
Schwager - The New Market Wizards (Book 1992).pdf,Textbooks/Practitioner/Investments/Schwager - The New Market Wizards (Book 1992).pdf,Schwager,The New Market Wizards,1992,41,30,0.1549,"option pricing(15), random walk(11), black-scholes(7), efficient market(4), risk premium(2)","intrinsic value(16), p/e ratio(5), per share(3), eps(1), roe(1)"
Scovil - Knowledge of Investment (Book 1911).pdf,Textbooks/Practitioner/Investments/Scovil - Knowledge of Investment (Book 1911).pdf,Scovil,Knowledge of Investment,1911,0,3,-1.0,,"par value(2), intrinsic value(1)"
Scratchley - On Average Investment Trusts (Book 1875).pdf,Textbooks/Practitioner/Investments/Scratchley - On Average Investment Trusts (Book 1875).pdf,Scratchley,On Average Investment Trusts,1875,25,6,0.6129,"present value(23), present worth(2)","par value(4), per share(2)"
Selden - The ABC of Bond Buying (Book 1919).pdf,Textbooks/Practitioner/Investments/Selden - The ABC of Bond Buying (Book 1919).pdf,Selden,The ABC of Bond Buying,1919,7,27,-0.5882,"present worth(6), present value(1)","par value(17), earning power(7), per share(2), margin of safety(1)"
Selden - The Psychology of the Stock Market (Book 1912).pdf,Textbooks/Practitioner/Investments/Selden - The Psychology of the Stock Market (Book 1912).pdf,Selden,The Psychology of the Stock Market,1912,0,4,-1.0,,"per share(2), earning power(2)"
Seligman - The Transformation of Wall Street (Book 1982).pdf,Textbooks/Practitioner/Investments/Seligman - The Transformation of Wall Street (Book 1982).pdf,Seligman,The Transformation of Wall Street,1982,8,43,-0.6863,"efficient market(7), portfolio theory(1)","per share(19), par value(7), earnings per share(6), rate of return(4), book value(3)"
Shefrin - Beyond Greed and Fear Understanding Behavioral Financ (Book 2002).pdf,Textbooks/Practitioner/Investments/Shefrin - Beyond Greed and Fear Understanding Behavioral Financ (Book 2002).pdf,Shefrin,Beyond Greed and Fear Understanding Behavioral Financ,2002,161,93,0.2677,"efficient market(32), expected return(19), black-scholes(14), mean-variance(12), markowitz(12)","per share(28), price to book(15), dividend yield(10), consensus estimate(7), eps(6)"
Shefrin - Ending the Management Illusion (Book 2008).pdf,Textbooks/Practitioner/Investments/Shefrin - Ending the Management Illusion (Book 2008).pdf,Shefrin,Ending the Management Illusion,2008,207,85,0.4178,"npv(58), free cash flow(58), present value(54), net present value(8), risk premium(8)","intrinsic value(15), per share(13), eps(10), book value(9), earnings per share(6)"
Siegel - Stocks for the Long Run 2nd ed (Book 1998).pdf,Textbooks/Practitioner/Investments/Siegel - Stocks for the Long Run 2nd ed (Book 1998).pdf,Siegel,Stocks for the Long Run 2nd ed,1998,57,169,-0.4956,"random walk(14), efficient frontier(7), expected return(7), portfolio theory(6), present value(5)","dividend yield(66), book value(18), per share(17), rate of return(14), price-to-earnings(13)"
"Siegel, Jeremy J - Stocks For The Long Run The Definitive Guide To Financial (Book 1998).pdf","Textbooks/Practitioner/Investments/Siegel, Jeremy J - Stocks For The Long Run The Definitive Guide To Financial (Book 1998).pdf","Siegel, Jeremy J",Stocks For The Long Run The Definitive Guide To Financial,1998,79,173,-0.373,"random walk(26), efficient frontier(12), risk premium(6), expected return(6), portfolio theory(5)","dividend yield(61), per share(21), book value(17), earnings yield(14), price-earnings(12)"
Simon William Straus - History of the thrift movement in America (Book 1920).pdf,Textbooks/Practitioner/Investments/Simon William Straus - History of the thrift movement in America (Book 1920).pdf,Simon William Straus,History of the thrift movement in America,1920,0,4,-1.0,,"earning power(2), earning capacity(2)"
"Simpson, Ballinger - The Feasibility and Advisability of the Complete Segregation (Book 1936).pdf","Textbooks/Practitioner/Investments/Simpson, Ballinger - The Feasibility and Advisability of the Complete Segregation (Book 1936).pdf","Simpson, Ballinger",The Feasibility and Advisability of the Complete Segregation,1936,0,10,-1.0,,"per share(3), roe(3), par value(3), earning power(1)"
"Simpson, Ballinger - The Feasibility and Advisability of the Complete Separation of Dealer and Broker (Book 1936).pdf","Textbooks/Practitioner/Investments/Simpson, Ballinger - The Feasibility and Advisability of the Complete Separation of Dealer and Broker (Book 1936).pdf","Simpson, Ballinger",The Feasibility and Advisability of the Complete Separation of Dealer and Broker,1936,0,9,-1.0,,"per share(3), roe(3), par value(2), earning power(1)"
Skousen - Investing in One Lesson (Book 2007).pdf,Textbooks/Practitioner/Investments/Skousen - Investing in One Lesson (Book 2007).pdf,Skousen,Investing in One Lesson,2007,21,52,-0.4247,"efficient market(13), random walk(5), markowitz(2), present value(1)","per share(12), book value(11), dividend yield(8), price-earnings(6), intrinsic value(5)"
Smith - Common Stocks as Long Term Investments (Book 1925).pdf,Textbooks/Practitioner/Investments/Smith - Common Stocks as Long Term Investments (Book 1925).pdf,Smith,Common Stocks as Long Term Investments,1925,0,8,-1.0,,"per share(3), dividend yield(3), earning power(1), rate of return(1)"
Smith - Plain Truths About Stock Speculation (Book 1887).pdf,Textbooks/Practitioner/Investments/Smith - Plain Truths About Stock Speculation (Book 1887).pdf,Smith,Plain Truths About Stock Speculation,1887,0,28,-1.0,,"per share(20), par value(5), intrinsic value(2), earning capacity(1)"
Smith - The bubble of the age or The fallacies of railway investment railway accounts and railway dividends (Book 1848).pdf,Textbooks/Practitioner/Investments/Smith - The bubble of the age or The fallacies of railway investment railway accounts and railway dividends (Book 1848).pdf,Smith,The bubble of the age or The fallacies of railway investment railway accounts and railway dividends,1848,2,2,0.0,present value(2),"per share(1), roe(1)"
"Smith, Charles William of Liverpool. - International, commercial and financial gambling in options and futures (Book 1906).pdf","Textbooks/Practitioner/Investments/Smith, Charles William of Liverpool. - International, commercial and financial gambling in options and futures (Book 1906).pdf","Smith, Charles William of Liverpool.","International, commercial and financial gambling in options and futures",1906,0,0,0.0,,
"Smith, Edgar Lawrence - Common Stocks as Long Term Investments (Book 1924).pdf","Textbooks/Practitioner/Investments/Smith, Edgar Lawrence - Common Stocks as Long Term Investments (Book 1924).pdf","Smith, Edgar Lawrence",Common Stocks as Long Term Investments,1924,0,8,-1.0,,"per share(3), dividend yield(3), earning power(1), rate of return(1)"
Snyder - American Railroads as Investments (Book 1907).pdf,Textbooks/Practitioner/Investments/Snyder - American Railroads as Investments (Book 1907).pdf,Snyder,American Railroads as Investments,1907,1,504,-0.996,present value(1),"per share(298), par value(129), margin of safety(42), book value(16), earning power(11)"
"Sobel - The Big Board, a History of the New York Stock Market (Book 1965).pdf","Textbooks/Practitioner/Investments/Sobel - The Big Board, a History of the New York Stock Market (Book 1965).pdf",Sobel,"The Big Board, a History of the New York Stock Market",1965,0,24,-1.0,,"price-earnings(11), par value(4), per share(2), earning power(2), book value(2)"
Solow - The Rate of Return and the Rate of Interest (Book 1991).pdf,Textbooks/Practitioner/Investments/Solow - The Rate of Return and the Rate of Interest (Book 1991).pdf,Solow,The Rate of Return and the Rate of Interest,1991,0,26,-1.0,,rate of return(26)
Soros - The Alchemy of Finance (Book 1987).pdf,Textbooks/Practitioner/Investments/Soros - The Alchemy of Finance (Book 1987).pdf,Soros,The Alchemy of Finance,1987,25,95,-0.5833,"efficient market(14), random walk(8), free cash flow(2), risk premium(1)","per share(58), book value(13), return on equity(7), earnings per share(6), rate of return(6)"
South Carolina - An act to provide for a guaranty by the state of the bonds of the Confederate (Book 1863).pdf,Textbooks/Practitioner/Investments/South Carolina - An act to provide for a guaranty by the state of the bonds of the Confederate (Book 1863).pdf,South Carolina,An act to provide for a guaranty by the state of the bonds of the Confederate,1863,0,0,0.0,,
South Sea Corp - A Collection of Calculations and Remarks (Book 1720).pdf,Textbooks/Practitioner/Investments/South Sea Corp - A Collection of Calculations and Remarks (Book 1720).pdf,South Sea Corp,A Collection of Calculations and Remarks,1720,0,0,0.0,,
Stacy May - The United Fruit Company in Latin America (Book 1958).pdf,Textbooks/Practitioner/Investments/Stacy May - The United Fruit Company in Latin America (Book 1958).pdf,Stacy May,The United Fruit Company in Latin America,1958,0,25,-1.0,,"book value(16), per share(7), return on capital(1), par value(1)"
"Stambaugh, Yu, Yuan - Arbitrage Asymmetry and Idiosyncratic Volatility Puzzle (Book 2015).pdf","Textbooks/Practitioner/Investments/Stambaugh, Yu, Yuan - Arbitrage Asymmetry and Idiosyncratic Volatility Puzzle (Book 2015).pdf","Stambaugh, Yu, Yuan",Arbitrage Asymmetry and Idiosyncratic Volatility Puzzle,2015,33,1,0.9412,"expected return(21), mean-variance(6), fama-french(3), systematic risk(2), factor model(1)",dividend yield(1)
Stigler - Capital and Rates of Return in Manufacturing Industries (Book 1963).pdf,Textbooks/Practitioner/Investments/Stigler - Capital and Rates of Return in Manufacturing Industries (Book 1963).pdf,Stigler,Capital and Rates of Return in Manufacturing Industries,1963,9,281,-0.9379,"risk premium(6), present value(3)","rate of return(145), book value(98), average rate of return(21), return on capital(8), traditional theory(5)"
Story - Commentaries on the Law of Bills of Exchange (Book 1843).pdf,Textbooks/Practitioner/Investments/Story - Commentaries on the Law of Bills of Exchange (Book 1843).pdf,Story,Commentaries on the Law of Bills of Exchange,1843,0,13,-1.0,,"par value(7), intrinsic value(6)"
Stovall - Sector Investing (Book 1996).pdf,Textbooks/Practitioner/Investments/Stovall - Sector Investing (Book 1996).pdf,Stovall,Sector Investing,1996,0,86,-1.0,,"eps(56), dividend yield(13), earnings per share(4), per share(4), roe(2)"
"Stow, F. H. - Capitalist's Guide and Railway Annual (Book 1859).pdf","Textbooks/Practitioner/Investments/Stow, F. H. - Capitalist's Guide and Railway Annual (Book 1859).pdf","Stow, F. H.",Capitalist's Guide and Railway Annual,1859,3,22,-0.76,present value(3),"par value(12), per share(5), intrinsic value(3), roe(2)"
"Szego, Shell - Mathematical Methods in Investment and Finance (Book 1972).pdf","Textbooks/Practitioner/Investments/Szego, Shell - Mathematical Methods in Investment and Finance (Book 1972).pdf","Szego, Shell",Mathematical Methods in Investment and Finance,1972,270,98,0.4674,"expected return(50), random walk(50), capital asset pricing(32), markowitz(21), risk premium(21)","rate of return(53), per share(14), book value(10), dividend yield(7), earnings per share(5)"
T. Henry Dewey - Legislation against speculation and gambling in the forms of trade (Book 1905).pdf,Textbooks/Practitioner/Investments/T. Henry Dewey - Legislation against speculation and gambling in the forms of trade (Book 1905).pdf,T. Henry Dewey,Legislation against speculation and gambling in the forms of trade,1905,0,0,0.0,,
Taleb - Fooled by Randomness (Book 2001).pdf,Textbooks/Practitioner/Investments/Taleb - Fooled by Randomness (Book 2001).pdf,Taleb,Fooled by Randomness,2001,31,3,0.8235,"pecking order(12), markowitz(4), efficient market(4), robert merton(4), random walk(3)","per share(1), accretive/accretion(1), consensus estimate(1)"
"Taleb, Nassim Nicholas - The Black Swan (Book 2007).pdf","Textbooks/Practitioner/Investments/Taleb, Nassim Nicholas - The Black Swan (Book 2007).pdf","Taleb, Nassim Nicholas",The Black Swan,2007,35,4,0.7949,"portfolio theory(11), robert merton(7), markowitz(6), pecking order(6), random walk(2)",p/e ratio(4)
Tape - Studies in Tape Reading (Book 1910).pdf,Textbooks/Practitioner/Investments/Tape - Studies in Tape Reading (Book 1910).pdf,Tape,Studies in Tape Reading,1910,0,2,-1.0,,"dilutive/dilution(1), earning power(1)"
Taylor - Investments (Book 1925).pdf,Textbooks/Practitioner/Investments/Taylor - Investments (Book 1925).pdf,Taylor,Investments,1925,0,58,-1.0,,"par value(20), earning power(15), per share(10), margin of safety(7), rate of return(3)"
"Teweles, Bradley - The Stock Market (Book 1987).pdf","Textbooks/Practitioner/Investments/Teweles, Bradley - The Stock Market (Book 1987).pdf","Teweles, Bradley",The Stock Market,1987,21,204,-0.8133,"efficient market(10), random walk(5), opportunity cost(3), present value(1), portfolio theory(1)","per share(66), par value(41), price-earnings(32), intrinsic value(19), book value(13)"
The Financier Company - History of the New York Stock Exchange (Book 1887).pdf,Textbooks/Practitioner/Investments/The Financier Company - History of the New York Stock Exchange (Book 1887).pdf,The Financier Company,History of the New York Stock Exchange,1887,0,13,-1.0,,"par value(8), per share(3), roe(1), accretive/accretion(1)"
Thomas Tapper - How to build a fortune (Book 1913).pdf,Textbooks/Practitioner/Investments/Thomas Tapper - How to build a fortune (Book 1913).pdf,Thomas Tapper,How to build a fortune,1913,3,1,0.5,fcf(3),roe(1)
TNEC - Investment Policies of Life Insurance Companies (Book 1968).pdf,Textbooks/Practitioner/Investments/TNEC - Investment Policies of Life Insurance Companies (Book 1968).pdf,TNEC,Investment Policies of Life Insurance Companies,1968,0,11,-1.0,,"rate of return(6), book value(4), roe(1)"
Todman - Stock and Commodity Exchanges (Book 1981).pdf,Textbooks/Practitioner/Investments/Todman - Stock and Commodity Exchanges (Book 1981).pdf,Todman,Stock and Commodity Exchanges,1981,9,0,1.0,"systematic risk(6), beta coefficient(2), capital asset pricing(1)",
"Townsend, William W. - Bond Salesmanship (Book 1924).pdf","Textbooks/Practitioner/Investments/Townsend, William W. - Bond Salesmanship (Book 1924).pdf","Townsend, William W.",Bond Salesmanship,1924,0,8,-1.0,,"intrinsic value(6), dilutive/dilution(1), earning capacity(1)"
"Triana, Taleb - Lecturing Birds on Flying (Book 2009).pdf","Textbooks/Practitioner/Investments/Triana, Taleb - Lecturing Birds on Flying (Book 2009).pdf","Triana, Taleb",Lecturing Birds on Flying,2009,333,3,0.9821,"black-scholes(202), capm(35), option pricing(34), expected return(13), robert merton(10)","rate of return(2), dividend yield(1)"
Tuck - (World) Railway Shareholder Manual (Book 1847).pdf,Textbooks/Practitioner/Investments/Tuck - (World) Railway Shareholder Manual (Book 1847).pdf,Tuck,(World) Railway Shareholder Manual,1847,0,35,-1.0,,"per share(30), roe(3), comps(2)"
Tuck - The Railway Shareholders’ Manual (Book 1845).pdf,Textbooks/Practitioner/Investments/Tuck - The Railway Shareholders’ Manual (Book 1845).pdf,Tuck,The Railway Shareholders’ Manual,1845,0,51,-1.0,,per share(51)
Turner - American Railways as Investments (Book 1885).pdf,Textbooks/Practitioner/Investments/Turner - American Railways as Investments (Book 1885).pdf,Turner,American Railways as Investments,1885,1,0,1.0,present value(1),
U.S. Congress - A Proposal Relating to Health Related 501c3 Bonds (Book 1995).pdf,Textbooks/Practitioner/Investments/U.S. Congress - A Proposal Relating to Health Related 501c3 Bonds (Book 1995).pdf,U.S. Congress,A Proposal Relating to Health Related 501c3 Bonds,1995,0,0,0.0,,
U.S. Congress - Recent Derivatives Losses (Book 1995).pdf,Textbooks/Practitioner/Investments/U.S. Congress - Recent Derivatives Losses (Book 1995).pdf,U.S. Congress,Recent Derivatives Losses,1995,3,13,-0.625,"discounted cash flow(2), expected return(1)","per share(4), book value(3), rate of return(3), par value(2), intrinsic value(1)"
U.S. Congress - Social Security Administrative and Investment Reform Act (Book 1986).pdf,Textbooks/Practitioner/Investments/U.S. Congress - Social Security Administrative and Investment Reform Act (Book 1986).pdf,U.S. Congress,Social Security Administrative and Investment Reform Act,1986,2,3,-0.2,present value(2),"per share(2), rate of return(1)"
U.S. Dept. of Agriculture - Liberty Bonds (Book 1917).pdf,Textbooks/Practitioner/Investments/U.S. Dept. of Agriculture - Liberty Bonds (Book 1917).pdf,U.S. Dept. of Agriculture,Liberty Bonds,1917,0,0,0.0,,
"Union guide, Houston, Tex. [from old catalog] - Cotton future contract trading and adverse legislation (Book 1912).pdf","Textbooks/Practitioner/Investments/Union guide, Houston, Tex. [from old catalog] - Cotton future contract trading and adverse legislation (Book 1912).pdf","Union guide, Houston, Tex. [from old catalog]",Cotton future contract trading and adverse legislation,1912,0,0,0.0,,
"United States Congress - Broadening the ownership of new capital, ESOPs and other alternatives (Book 1976).pdf","Textbooks/Practitioner/Investments/United States Congress - Broadening the ownership of new capital, ESOPs and other alternatives (Book 1976).pdf",United States Congress,"Broadening the ownership of new capital, ESOPs and other alternatives",1976,0,71,-1.0,,"dilutive/dilution(21), per share(17), eps(13), earnings per share(10), rate of return(6)"
United States Congress - Changing conditions in the market for State and local government debt (Book 1976).pdf,Textbooks/Practitioner/Investments/United States Congress - Changing conditions in the market for State and local government debt (Book 1976).pdf,United States Congress,Changing conditions in the market for State and local government debt,1976,2,2,0.0,"present value(1), sunk cost(1)","payback period(1), rate of return(1)"
United States Congress - Compilation of securities laws within the jurisdiction of the Committee on (Book 1978).pdf,Textbooks/Practitioner/Investments/United States Congress - Compilation of securities laws within the jurisdiction of the Committee on (Book 1978).pdf,United States Congress,Compilation of securities laws within the jurisdiction of the Committee on,1978,2,14,-0.75,present value(2),"par value(8), earning power(2), earning capacity(2), per share(1), dilutive/dilution(1)"
United States Congress - Institutional investors' common stock (Book 1976).pdf,Textbooks/Practitioner/Investments/United States Congress - Institutional investors' common stock (Book 1976).pdf,United States Congress,Institutional investors' common stock,1976,0,14,-1.0,,roe(14)
United States Congress. Senate . Committee on Agriculture; Nutrition ; and Forestry - Futures Trading Practices Act of 1989--S. 1729 (Book 1990).pdf,Textbooks/Practitioner/Investments/United States Congress. Senate . Committee on Agriculture; Nutrition ; and Forestry - Futures Trading Practices Act of 1989--S. 1729 (Book 1990).pdf,United States Congress. Senate . Committee on Agriculture; Nutrition ; and Forestry,Futures Trading Practices Act of 1989--S. 1729,1990,6,2,0.5,efficient market(6),"roe(1), par value(1)"
"United States Congress. Senate . Committee on Banking ; Housing; and Urban Affairs. Subcommittee on Securities - Limited Partnership Rollup Reform Act of 1993, S. 424 (Book 1993).pdf","Textbooks/Practitioner/Investments/United States Congress. Senate . Committee on Banking ; Housing; and Urban Affairs. Subcommittee on Securities - Limited Partnership Rollup Reform Act of 1993, S. 424 (Book 1993).pdf",United States Congress. Senate . Committee on Banking ; Housing; and Urban Affairs. Subcommittee on Securities,"Limited Partnership Rollup Reform Act of 1993, S. 424",1993,5,6,-0.0909,"present value(2), opportunity cost(2), efficient market(1)","dividend yield(4), dilutive/dilution(1), rate of return(1)"
United States Congress. Senate . Committee on Banking ; Housing; and Urban Affairs. Subcommittee on Securities - The Insider Trading Proscriptions Act of 1987 (Book 1988).pdf,Textbooks/Practitioner/Investments/United States Congress. Senate . Committee on Banking ; Housing; and Urban Affairs. Subcommittee on Securities - The Insider Trading Proscriptions Act of 1987 (Book 1988).pdf,United States Congress. Senate . Committee on Banking ; Housing; and Urban Affairs. Subcommittee on Securities,The Insider Trading Proscriptions Act of 1987,1988,0,0,0.0,,
United States. Commodity Exchange Administration - Rules and regulations of Commodity Exchange Administration (Book 1940).pdf,Textbooks/Practitioner/Investments/United States. Commodity Exchange Administration - Rules and regulations of Commodity Exchange Administration (Book 1940).pdf,United States. Commodity Exchange Administration,Rules and regulations of Commodity Exchange Administration,1940,0,0,0.0,,
United States. Commodity Exchange Authority - Commodity exchange act as amended. Rules and regulations of the Secretary of (Book 1958).pdf,Textbooks/Practitioner/Investments/United States. Commodity Exchange Authority - Commodity exchange act as amended. Rules and regulations of the Secretary of (Book 1958).pdf,United States. Commodity Exchange Authority,Commodity exchange act as amended. Rules and regulations of the Secretary of,1958,0,0,0.0,,
"United States. Congress. House. Committee on Agriculture. Subcommittee on Conservation, Credit, and Rural Development. - Commodity Futures Improvements Act of 1989 (Book 1990).pdf","Textbooks/Practitioner/Investments/United States. Congress. House. Committee on Agriculture. Subcommittee on Conservation, Credit, and Rural Development. - Commodity Futures Improvements Act of 1989 (Book 1990).pdf","United States. Congress. House. Committee on Agriculture. Subcommittee on Conservation, Credit, and Rural Development.",Commodity Futures Improvements Act of 1989,1990,23,0,1.0,"expected return(13), efficient market(10)",
"United States. Congress. House. Committee on Agriculture. Subcommittee on Conservation, Credit, and Rural Development. - Regulation and trading of leverage contracts and dealer options (Book 1985).pdf","Textbooks/Practitioner/Investments/United States. Congress. House. Committee on Agriculture. Subcommittee on Conservation, Credit, and Rural Development. - Regulation and trading of leverage contracts and dealer options (Book 1985).pdf","United States. Congress. House. Committee on Agriculture. Subcommittee on Conservation, Credit, and Rural Development.",Regulation and trading of leverage contracts and dealer options,1985,0,0,0.0,,
"United States. Congress. House. Committee on Agriculture. Subcommittee on Environment, Credit, and Rural Development. - Review of the Commodity Futures Trading Commission's discretion to exempt (Book 1993).pdf","Textbooks/Practitioner/Investments/United States. Congress. House. Committee on Agriculture. Subcommittee on Environment, Credit, and Rural Development. - Review of the Commodity Futures Trading Commission's discretion to exempt (Book 1993).pdf","United States. Congress. House. Committee on Agriculture. Subcommittee on Environment, Credit, and Rural Development.",Review of the Commodity Futures Trading Commission's discretion to exempt,1993,0,0,0.0,,
"United States. Congress. House. Committee on Banking, Finance, and Urban Affairs. Subcommittee on Consumer Credit and Insurance. - Community investment practices of credit unions (Book 1995).pdf","Textbooks/Practitioner/Investments/United States. Congress. House. Committee on Banking, Finance, and Urban Affairs. Subcommittee on Consumer Credit and Insurance. - Community investment practices of credit unions (Book 1995).pdf","United States. Congress. House. Committee on Banking, Finance, and Urban Affairs. Subcommittee on Consumer Credit and Insurance.",Community investment practices of credit unions,1995,0,0,0.0,,
United States. Congress. House. Committee on Commerce. Subcommittee on Finance and Hazardous Materials. - The Securities and Exchange Commission Authorization Act of 1997 (Book 1997).pdf,Textbooks/Practitioner/Investments/United States. Congress. House. Committee on Commerce. Subcommittee on Finance and Hazardous Materials. - The Securities and Exchange Commission Authorization Act of 1997 (Book 1997).pdf,United States. Congress. House. Committee on Commerce. Subcommittee on Finance and Hazardous Materials.,The Securities and Exchange Commission Authorization Act of 1997,1997,1,2,-0.3333,option pricing(1),per share(2)
United States. Congress. House. Committee on Commerce. Subcommittee on Telecommunications and Finance. - Capital Markets Deregulation and Liberalization Act of 1995 (Book 1996).pdf,Textbooks/Practitioner/Investments/United States. Congress. House. Committee on Commerce. Subcommittee on Telecommunications and Finance. - Capital Markets Deregulation and Liberalization Act of 1995 (Book 1996).pdf,United States. Congress. House. Committee on Commerce. Subcommittee on Telecommunications and Finance.,Capital Markets Deregulation and Liberalization Act of 1995,1996,22,23,-0.0222,"efficient market(11), opportunity cost(7), portfolio theory(1), random walk(1), option pricing(1)","per share(11), book value(6), dilutive/dilution(4), price-earnings(1), rate of return(1)"
United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Telecommunications and Finance. - Unlisted trading privileges (Book 1994).pdf,Textbooks/Practitioner/Investments/United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Telecommunications and Finance. - Unlisted trading privileges (Book 1994).pdf,United States. Congress. House. Committee on Energy and Commerce. Subcommittee on Telecommunications and Finance.,Unlisted trading privileges,1994,1,0,1.0,efficient market(1),
United States. Congress. Joint Economic Committee.; United States. Congress. Joint Economic Committee - Targeted pension fund investment for economic growth and development (Book 1994).pdf,Textbooks/Practitioner/Investments/United States. Congress. Joint Economic Committee.; United States. Congress. Joint Economic Committee - Targeted pension fund investment for economic growth and development (Book 1994).pdf,United States. Congress. Joint Economic Committee.; United States. Congress. Joint Economic Committee,Targeted pension fund investment for economic growth and development,1994,3,36,-0.8462,efficient market(3),"rate of return(31), coverage ratio(4), average rate of return(1)"
United States. Congress. Senate. Committee on Banking and Currency - Regulation of the stock exchange (Book 1914).pdf,Textbooks/Practitioner/Investments/United States. Congress. Senate. Committee on Banking and Currency - Regulation of the stock exchange (Book 1914).pdf,United States. Congress. Senate. Committee on Banking and Currency,Regulation of the stock exchange,1914,1,3,-0.5,proposition i(1),"accretive/accretion(2), roe(1)"
"United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs. - Encouraging small business lending and investment (Book 1993).pdf","Textbooks/Practitioner/Investments/United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs. - Encouraging small business lending and investment (Book 1993).pdf","United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs.",Encouraging small business lending and investment,1993,0,0,0.0,,
"United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs. - Nominations of, Bruce A. Morrison, J. Timothy O'Neill, and James Clifford Hudson (Book 1995).pdf","Textbooks/Practitioner/Investments/United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs. - Nominations of, Bruce A. Morrison, J. Timothy O'Neill, and James Clifford Hudson (Book 1995).pdf","United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs.","Nominations of, Bruce A. Morrison, J. Timothy O'Neill, and James Clifford Hudson",1995,0,0,0.0,,
"United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs. Subcommittee on Securities. - Limited Partnership Rollup Reform Act of 1993, S. 424 (Book 1993).pdf","Textbooks/Practitioner/Investments/United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs. Subcommittee on Securities. - Limited Partnership Rollup Reform Act of 1993, S. 424 (Book 1993).pdf","United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs. Subcommittee on Securities.","Limited Partnership Rollup Reform Act of 1993, S. 424",1993,5,9,-0.2857,"present value(2), opportunity cost(2), efficient market(1)","dividend yield(6), roe(1), dilutive/dilution(1), rate of return(1)"
"United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs. Subcommittee on Securities. - The Insider Trading Sanctions Act of 1983 (Book 1984).pdf","Textbooks/Practitioner/Investments/United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs. Subcommittee on Securities. - The Insider Trading Sanctions Act of 1983 (Book 1984).pdf","United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs. Subcommittee on Securities.",The Insider Trading Sanctions Act of 1983,1984,0,1,-1.0,,per share(1)
"United States. Department of Agriculture. Office of the Secretary - Grain futures act, 1922 (Book 1923).pdf","Textbooks/Practitioner/Investments/United States. Department of Agriculture. Office of the Secretary - Grain futures act, 1922 (Book 1923).pdf",United States. Department of Agriculture. Office of the Secretary,"Grain futures act, 1922",1923,0,0,0.0,,
"United States. Dept. of the Treasury. - Information respecting U.S. bonds, paper currency, coin, production of precious (Book 1900).pdf","Textbooks/Practitioner/Investments/United States. Dept. of the Treasury. - Information respecting U.S. bonds, paper currency, coin, production of precious (Book 1900).pdf",United States. Dept. of the Treasury.,"Information respecting U.S. bonds, paper currency, coin, production of precious",1900,4,10,-0.4286,present worth(4),"par value(9), intrinsic value(1)"
